BILL_ID,CUSTOMER_ID,BILL_AMOUNT,PAYMENT_AMOUNT,BILL_DATE,PAYMENT_DATE,CHANNEL,BILL_STATUS,REFUND_FLAG
BILL259515,CUST10430,292307,292307,2026-04-17 00:00:00,2026-04-17 00:02:00,API,Paid,0
BILL486423,CUST10430,292307,292307,2026-04-17 00:00:00,2026-04-17 00:03:00,API,Paid,0
BILL416345,CUST10430,292307,292307,2026-04-17 00:00:00,2026-04-17 00:04:00,API,Paid,0
BILL444323,CUST10040,106378,106378,2026-03-04 00:00:00,2026-03-06 00:00:00,API,Paid,0
BILL612711,CUST10009,100858,100858,2026-03-08 00:00:00,2026-03-13 00:00:00,API,Paid,0
BILL613960,CUST10540,164504,164504,2026-04-09 00:00:00,2026-04-12 00:00:00,Mobile,Paid,0
BILL474053,CUST10354,318261,318261,2026-03-05 00:00:00,2026-03-05 00:00:00,Mobile,Paid,0
BILL923952,CUST10331,201073,201073,2026-04-14 00:00:00,2026-04-17 00:00:00,Web,Paid,0
BILL345631,CUST10591,268129,268129,2026-02-02 00:00:00,2026-02-05 00:00:00,Web,Paid,1
BILL587491,CUST10581,380201,380201,2026-04-12 00:00:00,2026-04-16 00:00:00,Mobile,Paid,0
BILL816000,CUST10315,225792,225792,2026-04-02 00:03:00,2026-04-03 00:03:00,Web,Paid,0
BILL429863,CUST10507,302841,302841,2026-04-10 00:00:00,2026-04-15 00:00:00,Mobile,Paid,0
BILL740476,CUST10211,276381,276381,2026-04-13 00:00:00,2026-04-13 00:00:00,Web,Paid,0
BILL689987,CUST10194,202832,6264,2026-03-04 00:00:00,2026-03-04 00:00:00,Web,Paid,0
BILL341011,CUST10420,139871,139871,2026-02-06 00:00:00,2026-02-09 00:00:00,Web,Paid,1
BILL778650,CUST10557,310831,310831,2026-03-06 00:00:00,2026-03-07 00:00:00,Mobile,Paid,0
BILL416089,CUST10101,231609,231609,2026-02-09 00:00:00,2026-02-10 00:00:00,Web,Paid,0
BILL364482,CUST10562,312612,312612,2026-04-06 00:00:00,2026-04-06 00:00:00,Web,Paid,0
BILL529567,CUST10182,162027,162027,2026-03-07 00:00:00,2026-03-08 00:00:00,Mobile,Paid,0
BILL485789,CUST10585,370545,370545,2026-03-07 00:00:00,2026-03-09 00:00:00,Web,Paid,0
BILL767767,CUST10112,353035,353035,2026-02-10 00:00:00,2026-02-14 00:00:00,Mobile,Paid,0
BILL215978,CUST10052,288171,288171,2026-02-06 00:00:00,2026-02-06 00:00:00,Mobile,Paid,0
BILL653873,CUST10030,120032,120032,2026-03-11 00:00:00,2026-03-14 00:00:00,Web,Paid,0
BILL870996,CUST10449,315584,315584,2026-05-17 00:00:00,2026-05-22 00:00:00,Mobile,Paid,0
BILL722855,CUST10102,110740,2248,2026-02-04 00:00:00,2026-02-09 00:00:00,Mobile,Paid,0
BILL506700,CUST10315,225792,225792,2026-05-03 00:03:00,2026-05-04 00:03:00,Web,Paid,0
BILL879838,CUST10349,261596,261596,2026-02-05 00:00:00,2026-02-06 00:00:00,Mobile,Paid,0
BILL681652,CUST10384,289730,289730,2026-03-06 00:00:00,2026-03-10 00:00:00,Mobile,Paid,0
BILL943239,CUST10453,156466,2970929,2026-05-06 00:00:00,2026-05-08 00:00:00,Mobile,Paid,0
BILL355108,CUST10007,390473,390473,2026-03-03 00:00:00,2026-03-03 00:00:00,Web,Paid,0
BILL410161,CUST10562,312612,312612,2026-05-06 00:00:00,2026-05-11 00:00:00,Web,Paid,0
BILL431816,CUST10226,323266,323266,2026-02-02 00:00:00,2026-02-02 00:00:00,API,Paid,0
BILL176827,CUST10226,323266,323266,2026-02-02 00:00:00,2026-02-02 00:01:00,API,Paid,0
BILL498287,CUST10226,323266,323266,2026-02-02 00:00:00,2026-02-02 00:02:00,API,Paid,0
BILL220737,CUST10226,323266,323266,2026-02-02 00:00:00,2026-02-02 00:03:00,API,Paid,0
BILL963602,CUST10226,323266,323266,2026-02-02 00:00:00,2026-02-02 00:04:00,API,Paid,0
BILL241767,CUST10524,221957,221957,2026-03-11 00:00:00,2026-03-16 00:00:00,API,Paid,0
BILL546850,CUST10105,249200,249200,2026-02-02 00:00:00,2026-02-03 00:00:00,Mobile,Paid,0
BILL352326,CUST10572,328382,328382,2026-04-17 00:00:00,2026-04-18 00:00:00,Mobile,Paid,0
BILL260223,CUST10156,366745,366745,2026-03-06 00:00:00,2026-03-11 00:00:00,Web,Paid,0
BILL478182,CUST10240,399654,399654,2026-04-08 00:00:00,2026-04-08 00:00:00,Mobile,Paid,0
BILL889473,CUST10573,358577,358577,2026-02-04 00:00:00,2026-02-05 00:00:00,Web,Paid,0
BILL128060,CUST10522,265752,265752,2026-05-15 00:00:00,2026-05-20 00:00:00,Mobile,Paid,0
BILL874170,CUST10262,132602,132602,2026-02-05 00:00:00,2026-02-10 00:00:00,Web,Paid,0
BILL214489,CUST10131,383513,383513,2026-04-14 00:05:00,2026-04-19 00:05:00,Mobile,Paid,0
BILL799439,CUST10014,228850,228850,2026-02-01 00:00:00,2026-02-03 00:00:00,Web,Paid,0
BILL260796,CUST10544,303681,303681,2026-02-05 00:00:00,2026-02-07 00:00:00,Web,Paid,0
BILL404558,CUST10598,244837,244837,2026-04-15 00:00:00,2026-04-17 00:00:00,Mobile,Paid,1
BILL685408,CUST10294,299488,299488,2026-05-18 00:00:00,2026-05-21 00:00:00,Mobile,Paid,0
BILL573955,CUST10367,246080,246080,2026-03-06 00:00:00,2026-03-06 00:00:00,Mobile,Paid,0
BILL680647,CUST10305,108188,108188,2026-03-13 00:00:00,2026-03-14 00:00:00,Web,Paid,0
BILL633363,CUST10353,244854,244854,2026-04-09 00:00:00,2026-04-09 00:00:00,Web,Paid,0
BILL791233,CUST10353,244854,244854,2026-05-09 00:00:00,2026-05-13 00:00:00,Web,Paid,0
BILL766737,CUST10602,272602,272602,2026-03-13 00:00:00,2026-03-15 00:00:00,Web,Paid,0
BILL173668,CUST10273,306823,306823,2026-03-07 00:00:00,2026-03-10 00:00:00,Mobile,Paid,0
BILL165193,CUST10337,307045,307045,2026-02-03 00:00:00,2026-02-04 00:00:00,Mobile,Paid,0
BILL914441,CUST10304,191508,191508,2026-04-07 00:00:00,2026-04-11 00:00:00,Web,Paid,0
BILL269791,CUST10274,392388,5825,2026-04-12 00:00:00,2026-04-12 00:00:00,Web,Paid,0
BILL819335,CUST10176,360613,360613,2026-04-18 00:00:00,2026-04-18 00:00:00,Web,Paid,0
BILL572503,CUST10393,386367,386367,2026-03-10 00:00:00,2026-03-10 00:00:00,Mobile,Paid,0
BILL460532,CUST10304,191508,191508,2026-05-11 00:00:00,2026-05-16 00:00:00,Web,Paid,0
BILL752769,CUST10288,256964,256964,2026-03-08 00:00:00,2026-03-13 00:00:00,Mobile,Paid,0
BILL812961,CUST10526,104664,104664,2026-04-11 00:00:00,2026-04-11 00:00:00,Mobile,Paid,0
BILL134767,CUST10239,252676,252676,2026-02-04 00:00:00,2026-02-06 00:00:00,Mobile,Paid,0
BILL773744,CUST10184,396902,396902,2026-01-31 00:00:00,2026-02-02 00:00:00,Mobile,Paid,0
BILL309216,CUST10346,359143,359143,2026-03-03 00:00:00,2026-03-06 00:00:00,Mobile,Paid,0
BILL628449,CUST10462,104974,104974,2026-04-04 00:00:00,2026-04-04 00:00:00,Mobile,Paid,0
BILL844951,CUST10107,388199,6791921,2026-03-13 00:00:00,2026-03-13 00:00:00,Mobile,Paid,0
BILL971290,CUST10281,309691,309691,2026-04-08 00:00:00,2026-04-12 00:00:00,Mobile,Paid,0
BILL392951,CUST10576,289194,289194,2026-01-31 00:00:00,2026-02-02 00:00:00,Mobile,Paid,0
BILL301753,CUST10023,351268,351268,2026-03-06 00:00:00,2026-03-08 00:00:00,Mobile,Paid,0
BILL707395,CUST10618,180862,180862,2026-03-09 00:00:00,2026-03-12 00:00:00,Mobile,Paid,0
BILL912055,CUST10260,358839,358839,2026-03-13 00:00:00,2026-03-18 00:00:00,Web,Paid,0
BILL355051,CUST10406,373225,373225,2026-03-04 00:00:00,2026-03-08 00:00:00,Mobile,Paid,0
BILL961512,CUST10495,217295,217295,2026-04-08 00:00:00,2026-04-08 00:00:00,API,Paid,0
BILL502366,CUST10495,217295,217295,2026-04-08 00:00:00,2026-04-08 00:01:00,API,Paid,0
BILL577310,CUST10495,217295,217295,2026-04-08 00:00:00,2026-04-08 00:02:00,API,Paid,0
BILL422531,CUST10495,217295,217295,2026-04-08 00:00:00,2026-04-08 00:03:00,API,Paid,0
BILL388759,CUST10294,299488,299488,2026-06-20 00:00:00,2026-06-23 00:00:00,Mobile,Paid,0
BILL110051,CUST10189,366772,366772,2026-02-01 00:00:00,2026-02-03 00:00:00,Web,Paid,0
BILL310116,CUST10173,272090,272090,2026-03-14 00:00:00,2026-03-16 00:00:00,Mobile,Paid,0
BILL202873,CUST10172,264351,264351,2026-05-18 00:00:00,2026-05-19 00:00:00,Mobile,Paid,0
BILL631043,CUST10471,262951,262951,2026-04-11 00:00:00,2026-04-11 00:00:00,Mobile,Paid,0
BILL442275,CUST10094,356586,356586,2026-06-19 00:00:00,2026-06-22 00:00:00,Mobile,Paid,0
BILL853494,CUST10006,320580,320580,2026-02-03 00:00:00,2026-02-08 00:00:00,Web,Paid,0
BILL303981,CUST10347,395153,7057012,2026-03-11 00:00:00,2026-03-14 00:00:00,Web,Paid,0
BILL400744,CUST10138,119001,119001,2026-04-07 00:00:00,2026-04-11 00:00:00,Mobile,Paid,0
BILL183405,CUST10448,234721,234721,2026-03-11 00:00:00,2026-03-16 00:00:00,Mobile,Paid,0
BILL244230,CUST10377,254280,254280,2026-03-11 00:00:00,2026-03-13 00:00:00,API,Paid,0
BILL346426,CUST10087,256235,5217,2026-02-01 00:00:00,2026-02-05 00:00:00,Mobile,Paid,0
BILL387570,CUST10338,206150,206150,2026-04-15 00:00:00,2026-04-18 00:00:00,Web,Paid,0
BILL594723,CUST10582,110491,110491,2026-05-13 00:00:00,2026-05-17 00:00:00,Web,Paid,0
BILL723806,CUST10179,370177,370177,2026-03-15 00:00:00,2026-03-19 00:00:00,Mobile,Paid,0
BILL949426,CUST10275,243613,243613,2026-02-10 00:00:00,2026-02-11 00:00:00,Mobile,Paid,1
BILL897285,CUST10320,162201,162201,2026-03-04 00:00:00,2026-03-07 00:00:00,Web,Paid,0
BILL641448,CUST10420,139871,139871,2026-03-11 00:00:00,2026-03-14 00:00:00,Web,Paid,0
BILL249296,CUST10424,178755,178755,2026-04-14 00:00:00,2026-04-19 00:00:00,Mobile,Paid,0
BILL540698,CUST10496,389894,389894,2026-04-11 00:00:00,2026-04-12 00:00:00,Web,Paid,0
BILL435590,CUST10475,304176,304176,2026-05-17 00:00:00,2026-05-20 00:00:00,Web,Paid,0
BILL862782,CUST10020,314612,314612,2026-04-08 00:00:00,2026-04-08 00:00:00,API,Paid,0
BILL156137,CUST10020,314612,314612,2026-04-08 00:00:00,2026-04-08 00:01:00,API,Paid,0
BILL613656,CUST10020,314612,314612,2026-04-08 00:00:00,2026-04-08 00:02:00,API,Paid,0
BILL545283,CUST10020,314612,314612,2026-05-08 00:03:00,2026-05-13 00:03:00,Web,Paid,0
BILL161669,CUST10195,322155,322155,2026-03-16 00:00:00,2026-03-20 00:00:00,Web,Paid,0
BILL628028,CUST10585,370545,1218,2026-04-08 00:00:00,2026-04-08 00:00:00,Web,Paid,0
BILL940683,CUST10157,240590,240590,2026-02-04 00:00:00,2026-02-05 00:00:00,Web,Paid,0
BILL408143,CUST10103,288564,288564,2026-03-13 00:00:00,2026-03-14 00:00:00,Mobile,Paid,0
BILL243450,CUST10147,155440,155440,2026-06-17 00:00:00,2026-06-19 00:00:00,Web,Paid,0
BILL762933,CUST10558,339745,339745,2026-03-10 00:00:00,2026-03-15 00:00:00,Web,Paid,0
BILL856592,CUST10579,205403,205403,2026-03-07 00:00:00,2026-03-11 00:00:00,Mobile,Paid,0
BILL433306,CUST10240,399654,399654,2026-05-08 00:00:00,2026-05-09 00:00:00,Mobile,Paid,0
BILL859689,CUST10408,347868,347868,2026-07-27 00:00:00,2026-07-29 00:00:00,Mobile,Paid,0
BILL250489,CUST10326,125135,125135,2026-03-13 00:00:00,2026-03-13 00:00:00,Web,Paid,0
BILL236431,CUST10101,231609,231609,2026-03-12 00:00:00,2026-03-17 00:00:00,Web,Paid,0
BILL466154,CUST10050,368862,1125,2026-03-14 00:00:00,2026-03-18 00:00:00,Mobile,Paid,0
BILL470593,CUST10256,130374,130374,2026-03-14 00:00:00,2026-03-15 00:00:00,Mobile,Paid,0
BILL292858,CUST10551,129977,129977,2026-04-07 00:00:00,2026-04-07 00:00:00,Web,Paid,0
BILL416192,CUST10511,190133,190133,2026-02-10 00:00:00,2026-02-11 00:00:00,Mobile,Paid,0
BILL308629,CUST10259,355961,355961,2026-05-15 00:00:00,2026-05-18 00:00:00,Web,Paid,0
BILL131786,CUST10461,392083,392083,2026-01-31 00:00:00,2026-02-01 00:00:00,Web,Paid,0
BILL964155,CUST10473,133741,133741,2026-03-08 00:00:00,2026-03-08 00:00:00,Mobile,Paid,0
BILL280613,CUST10285,267241,267241,2026-03-09 00:00:00,2026-03-12 00:00:00,Mobile,Paid,0
BILL979866,CUST10270,215045,215045,2026-03-04 00:00:00,2026-03-08 00:00:00,Mobile,Paid,0
BILL360165,CUST10383,128578,128578,2026-07-17 00:00:00,2026-07-20 00:00:00,Mobile,Paid,0
BILL572745,CUST10552,200373,200373,2026-04-15 00:00:00,2026-04-20 00:00:00,Mobile,Paid,0
BILL236043,CUST10085,364972,364972,2026-05-15 00:00:00,2026-05-15 00:00:00,Mobile,Paid,1
BILL907803,CUST10041,145257,145257,2026-03-13 00:00:00,2026-03-15 00:00:00,Mobile,Paid,0
BILL426026,CUST10288,256964,256964,2026-04-12 00:00:00,2026-04-15 00:00:00,Mobile,Paid,0
BILL863232,CUST10176,360613,360613,2026-05-18 00:00:00,2026-05-21 00:00:00,Web,Paid,0
BILL625786,CUST10014,228850,228850,2026-03-05 00:00:00,2026-03-07 00:00:00,Web,Paid,0
BILL481391,CUST10167,144117,144117,2026-03-11 00:00:00,2026-03-11 00:00:00,Mobile,Paid,0
BILL188396,CUST10516,143930,143930,2026-03-15 00:00:00,2026-03-15 00:00:00,Mobile,Paid,0
BILL521480,CUST10421,123128,123128,2026-03-11 00:00:00,2026-03-13 00:00:00,Web,Paid,0
BILL677703,CUST10304,191508,191508,2026-06-15 00:00:00,2026-06-19 00:00:00,Web,Paid,0
BILL450421,CUST10487,396911,396911,2026-02-03 00:00:00,2026-02-06 00:00:00,Web,Paid,0
BILL582529,CUST10499,397498,397498,2026-04-07 00:00:00,2026-04-10 00:00:00,Mobile,Paid,0
BILL944882,CUST10349,261596,261596,2026-03-08 00:00:00,2026-03-12 00:00:00,API,Paid,0
BILL153900,CUST10193,319992,4841150,2026-04-12 00:00:00,2026-04-17 00:00:00,Web,Paid,0
BILL608439,CUST10513,373858,373858,2026-04-11 00:00:00,2026-04-14 00:00:00,Web,Paid,1
BILL377322,CUST10173,272090,272090,2026-04-15 00:00:00,2026-04-18 00:00:00,Mobile,Paid,0
BILL115275,CUST10179,370177,2925,2026-04-18 00:00:00,2026-04-22 00:00:00,Mobile,Paid,0
BILL159917,CUST10282,264469,264469,2026-03-09 00:00:00,2026-03-12 00:00:00,Mobile,Paid,0
BILL336755,CUST10582,110491,110491,2026-06-16 00:00:00,2026-06-18 00:00:00,Web,Paid,0
BILL266526,CUST10364,342090,342090,2026-03-06 00:00:00,2026-03-07 00:00:00,Web,Paid,0
BILL650206,CUST10346,359143,4057,2026-04-05 00:00:00,2026-04-09 00:00:00,Mobile,Paid,0
BILL718901,CUST10338,206150,206150,2026-05-18 00:00:00,2026-05-23 00:00:00,Web,Paid,0
BILL491073,CUST10193,319992,319992,2026-05-17 00:00:00,2026-05-19 00:00:00,Web,Paid,0
BILL521582,CUST10094,356586,356586,2026-07-22 00:00:00,2026-07-25 00:00:00,Mobile,Paid,0
BILL319027,CUST10529,249086,249086,2026-03-09 00:00:00,2026-03-10 00:00:00,Web,Paid,0
BILL488923,CUST10544,303681,303681,2026-03-09 00:00:00,2026-03-12 00:00:00,Web,Paid,0
BILL673499,CUST10614,322605,322605,2026-04-09 00:00:00,2026-04-14 00:00:00,Mobile,Paid,0
BILL833619,CUST10577,213700,213700,2026-02-07 00:00:00,2026-02-11 00:00:00,Web,Paid,0
BILL514239,CUST10278,172976,172976,2026-04-06 00:00:00,2026-04-06 00:00:00,Mobile,Paid,0
BILL278517,CUST10469,147965,147965,2026-01-31 00:00:00,2026-02-01 00:00:00,Mobile,Paid,0
BILL630523,CUST10228,322058,322058,2026-02-03 00:00:00,2026-02-06 00:00:00,API,Paid,0
BILL137060,CUST10405,282669,282669,2026-03-09 00:00:00,2026-03-09 00:00:00,Web,Paid,0
BILL852870,CUST10587,189191,189191,2026-04-11 00:00:00,2026-04-11 00:00:00,Web,Paid,0
BILL595374,CUST10321,146266,146266,2026-03-14 00:00:00,2026-03-15 00:00:00,Mobile,Paid,0
BILL689131,CUST10282,264469,264469,2026-04-11 00:00:00,2026-04-11 00:00:00,Mobile,Paid,0
BILL386591,CUST10232,326760,326760,2026-02-10 00:00:00,2026-02-11 00:00:00,Web,Paid,0
BILL408015,CUST10324,373794,373794,2026-02-09 00:00:00,2026-02-13 00:00:00,API,Paid,0
BILL484082,CUST10576,289194,289194,2026-03-04 00:00:00,2026-03-05 00:00:00,Mobile,Paid,0
BILL696126,CUST10510,204797,204797,2026-03-12 00:00:00,2026-03-17 00:00:00,Mobile,Paid,0
BILL772027,CUST10542,256381,256381,2026-04-06 00:00:00,2026-04-08 00:00:00,Mobile,Paid,0
BILL303830,CUST10450,386457,386457,2026-02-10 00:00:00,2026-02-10 00:00:00,Web,Paid,0
BILL466788,CUST10421,123128,123128,2026-04-12 00:00:00,2026-04-17 00:00:00,Web,Paid,0
BILL591515,CUST10293,367785,367785,2026-03-17 00:00:00,2026-03-20 00:00:00,Web,Paid,0
BILL979464,CUST10581,380201,380201,2026-05-16 00:00:00,2026-05-20 00:00:00,Mobile,Paid,0
BILL623753,CUST10170,270711,270711,2026-02-01 00:00:00,2026-02-04 00:00:00,Mobile,Paid,0
BILL631627,CUST10458,297776,297776,2026-03-04 00:00:00,2026-03-04 00:00:00,Mobile,Paid,0
BILL991827,CUST10122,286581,286581,2026-05-12 00:05:00,2026-05-16 00:05:00,Web,Paid,0
BILL411300,CUST10454,247525,247525,2026-02-10 00:00:00,2026-02-10 00:00:00,API,Paid,0
BILL628364,CUST10454,247525,247525,2026-02-10 00:00:00,2026-02-10 00:01:00,API,Paid,0
BILL809786,CUST10454,247525,247525,2026-02-10 00:00:00,2026-02-10 00:02:00,API,Paid,0
BILL558396,CUST10264,250592,250592,2026-04-03 00:04:00,2026-04-07 00:04:00,Mobile,Paid,0
BILL523729,CUST10360,279054,279054,2026-05-16 00:00:00,2026-05-17 00:00:00,Web,Paid,0
BILL244419,CUST10214,325175,325175,2026-02-10 00:00:00,2026-02-10 00:00:00,Web,Paid,0
BILL916088,CUST10276,382395,5172114,2026-02-08 00:00:00,2026-02-11 00:00:00,Mobile,Paid,0
BILL237740,CUST10228,322058,322058,2026-03-08 00:00:00,2026-03-13 00:00:00,Web,Paid,1
BILL207776,CUST10531,303613,5489231,2026-04-07 00:00:00,2026-04-07 00:00:00,Mobile,Paid,0
BILL746991,CUST10061,293618,293618,2026-02-08 00:00:00,2026-02-09 00:00:00,Web,Paid,0
BILL955077,CUST10373,276562,276562,2026-03-09 00:00:00,2026-03-14 00:00:00,Web,Paid,0
BILL276240,CUST10313,263561,263561,2026-03-10 00:00:00,2026-03-11 00:00:00,Mobile,Paid,0
BILL752347,CUST10144,221904,221904,2026-03-04 00:00:00,2026-03-07 00:00:00,Mobile,Paid,0
BILL889671,CUST10090,254823,254823,2026-04-14 00:00:00,2026-04-14 00:00:00,Web,Paid,0
BILL912425,CUST10113,327947,327947,2026-02-09 00:00:00,2026-02-14 00:00:00,Mobile,Paid,0
BILL888799,CUST10581,380201,380201,2026-06-19 00:00:00,2026-06-22 00:00:00,Mobile,Paid,0
BILL491722,CUST10425,364397,364397,2026-02-04 00:00:00,2026-02-07 00:00:00,Web,Paid,0
BILL711288,CUST10356,366114,366114,2026-03-15 00:00:00,2026-03-18 00:00:00,Web,Paid,0
BILL683264,CUST10238,166413,166413,2026-02-08 00:00:00,2026-02-11 00:00:00,Web,Paid,0
BILL908366,CUST10412,307721,307721,2026-04-10 00:00:00,2026-04-14 00:00:00,Web,Paid,0
BILL735128,CUST10194,202832,202832,2026-04-03 00:00:00,2026-04-03 00:00:00,Web,Paid,0
BILL302403,CUST10379,202846,202846,2026-04-02 00:00:00,2026-04-07 00:00:00,Web,Paid,0
BILL845848,CUST10419,235016,235016,2026-03-07 00:00:00,2026-03-10 00:00:00,Mobile,Paid,0
BILL753484,CUST10042,298563,298563,2026-04-13 00:00:00,2026-04-18 00:00:00,Mobile,Paid,0
BILL729010,CUST10201,257933,257933,2026-04-11 00:00:00,2026-04-13 00:00:00,Mobile,Paid,0
BILL992775,CUST10549,273984,273984,2026-04-13 00:00:00,2026-04-13 00:00:00,Web,Paid,0
BILL696592,CUST10177,219181,219181,2026-04-06 00:00:00,2026-04-06 00:00:00,Web,Paid,0
BILL676794,CUST10344,395635,395635,2026-02-05 00:00:00,2026-02-07 00:00:00,Mobile,Paid,0
BILL339683,CUST10241,399193,399193,2026-04-16 00:00:00,2026-04-16 00:00:00,Web,Paid,0
BILL616353,CUST10202,309622,309622,2026-01-31 00:00:00,2026-02-02 00:00:00,Mobile,Paid,0
BILL501687,CUST10573,358577,358577,2026-03-07 00:00:00,2026-03-07 00:00:00,API,Paid,0
BILL475035,CUST10573,358577,358577,2026-03-07 00:00:00,2026-03-07 00:01:00,API,Paid,0
BILL870052,CUST10573,358577,358577,2026-03-07 00:00:00,2026-03-07 00:02:00,API,Paid,0
BILL775046,CUST10573,358577,358577,2026-03-07 00:00:00,2026-03-07 00:03:00,API,Paid,0
BILL400532,CUST10573,358577,358577,2026-03-07 00:00:00,2026-03-07 00:04:00,API,Paid,0
BILL493715,CUST10118,111521,111521,2026-04-10 00:04:00,2026-04-15 00:04:00,Mobile,Paid,0
BILL521976,CUST10266,241149,2548081,2026-03-07 00:00:00,2026-03-11 00:00:00,Web,Paid,0
BILL840263,CUST10466,170776,170776,2026-03-13 00:00:00,2026-03-13 00:00:00,Mobile,Paid,0
BILL586377,CUST10381,391812,391812,2026-02-04 00:00:00,2026-02-09 00:00:00,Mobile,Paid,0
BILL858759,CUST10092,280466,2022,2026-03-12 00:00:00,2026-03-12 00:00:00,Mobile,Paid,0
BILL282389,CUST10428,218349,218349,2026-04-08 00:00:00,2026-04-08 00:00:00,API,Paid,0
BILL147392,CUST10428,218349,218349,2026-04-08 00:00:00,2026-04-08 00:01:00,API,Paid,0
BILL739673,CUST10428,218349,218349,2026-04-08 00:00:00,2026-04-08 00:02:00,API,Paid,0
BILL964741,CUST10428,218349,218349,2026-04-08 00:00:00,2026-04-08 00:03:00,API,Paid,0
BILL106358,CUST10254,325941,325941,2026-03-03 00:00:00,2026-03-03 00:00:00,Mobile,Paid,0
BILL749873,CUST10029,196409,196409,2026-04-07 00:00:00,2026-04-07 00:00:00,Mobile,Paid,0
BILL701057,CUST10459,105072,105072,2026-05-02 00:00:00,2026-05-03 00:00:00,Mobile,Paid,0
BILL750828,CUST10202,309622,309622,2026-03-04 00:00:00,2026-03-04 00:00:00,Mobile,Paid,0
BILL568259,CUST10208,274066,274066,2026-01-31 00:00:00,2026-02-01 00:00:00,Web,Paid,0
BILL914569,CUST10245,246432,246432,2026-02-07 00:00:00,2026-02-08 00:00:00,Web,Paid,0
BILL561454,CUST10488,128957,128957,2026-04-12 00:00:00,2026-04-12 00:00:00,Web,Paid,0
BILL596928,CUST10329,186139,3190920,2026-04-11 00:00:00,2026-04-16 00:00:00,Mobile,Paid,0
BILL109419,CUST10204,189116,189116,2026-02-03 00:00:00,2026-02-08 00:00:00,Web,Paid,0
BILL463761,CUST10367,246080,246080,2026-04-05 00:00:00,2026-04-05 00:00:00,API,Paid,0
BILL261931,CUST10367,246080,246080,2026-04-05 00:00:00,2026-04-05 00:01:00,API,Paid,0
BILL713935,CUST10367,246080,246080,2026-04-05 00:00:00,2026-04-05 00:02:00,API,Paid,0
BILL156769,CUST10367,246080,246080,2026-04-05 00:00:00,2026-04-05 00:03:00,API,Paid,0
BILL781692,CUST10367,246080,246080,2026-04-05 00:00:00,2026-04-05 00:04:00,API,Paid,0
BILL508388,CUST10251,365840,365840,2026-03-07 00:00:00,2026-03-07 00:00:00,API,Paid,0
BILL618123,CUST10251,365840,365840,2026-03-07 00:00:00,2026-03-07 00:01:00,API,Paid,0
BILL371723,CUST10251,365840,365840,2026-03-07 00:00:00,2026-03-07 00:02:00,API,Paid,0
BILL606450,CUST10251,365840,365840,2026-03-07 00:00:00,2026-03-07 00:03:00,API,Paid,0
BILL175576,CUST10251,365840,365840,2026-03-07 00:00:00,2026-03-07 00:04:00,API,Paid,0
BILL638145,CUST10138,119001,119001,2026-05-11 00:00:00,2026-05-16 00:00:00,Mobile,Paid,0
BILL875566,CUST10297,315997,315997,2026-01-31 00:00:00,2026-02-01 00:00:00,Mobile,Paid,0
BILL217121,CUST10586,360128,360128,2026-04-12 00:00:00,2026-04-14 00:00:00,Mobile,Paid,0
BILL216510,CUST10153,123159,123159,2026-02-02 00:00:00,2026-02-02 00:00:00,Web,Paid,0
BILL108908,CUST10525,309705,309705,2026-03-06 00:00:00,2026-03-09 00:00:00,Mobile,Paid,1
BILL229495,CUST10372,188669,188669,2026-04-09 00:00:00,2026-04-09 00:00:00,Web,Paid,0
BILL702944,CUST10090,254823,254823,2026-05-14 00:00:00,2026-05-16 00:00:00,Web,Paid,0
BILL963729,CUST10233,310354,310354,2026-04-17 00:00:00,2026-04-17 00:00:00,Mobile,Paid,0
BILL237000,CUST10454,247525,247525,2026-03-12 00:03:00,2026-03-12 00:03:00,Mobile,Paid,0
BILL373812,CUST10294,299488,299488,2026-07-23 00:00:00,2026-07-24 00:00:00,API,Paid,0
BILL943632,CUST10416,384413,384413,2026-03-03 00:00:00,2026-03-05 00:00:00,Mobile,Paid,0
BILL295432,CUST10501,151549,151549,2026-03-15 00:00:00,2026-03-15 00:00:00,API,Paid,0
BILL978893,CUST10501,151549,151549,2026-03-15 00:00:00,2026-03-15 00:01:00,API,Paid,0
BILL469092,CUST10501,151549,151549,2026-03-15 00:00:00,2026-03-15 00:02:00,API,Paid,0
BILL577198,CUST10501,151549,151549,2026-03-15 00:00:00,2026-03-15 00:03:00,API,Paid,0
BILL286838,CUST10136,266443,266443,2026-02-08 00:00:00,2026-02-10 00:00:00,Mobile,Paid,0
BILL678013,CUST10071,269076,269076,2026-02-07 00:00:00,2026-02-07 00:00:00,Web,Paid,0
BILL158344,CUST10054,176593,176593,2026-05-09 00:00:00,2026-05-12 00:00:00,Web,Paid,0
BILL213882,CUST10124,147590,147590,2026-02-06 00:00:00,2026-02-06 00:00:00,Web,Paid,0
BILL549675,CUST10213,322614,322614,2026-03-04 00:00:00,2026-03-07 00:00:00,API,Paid,0
BILL587018,CUST10253,174527,174527,2026-02-05 00:00:00,2026-02-08 00:00:00,API,Paid,0
BILL386522,CUST10085,364972,364972,2026-06-14 00:00:00,2026-06-14 00:00:00,Mobile,Paid,0
BILL888627,CUST10577,213700,4753505,2026-03-13 00:00:00,2026-03-15 00:00:00,Web,Paid,0
BILL299272,CUST10110,350073,350073,2026-04-13 00:04:00,2026-04-16 00:04:00,Web,Paid,1
BILL738705,CUST10045,116178,116178,2026-02-07 00:00:00,2026-02-10 00:00:00,Mobile,Paid,0
